dataset,model,subject,phase,elapsed_ms,train_time_ms,inference_batch_ms,inference_time_ms_per_sample,memory_before_bytes,memory_after_bytes,genuine_training_samples,evaluated_subjects,EER,environmentId,perceived_latency_ms,worker_elapsed_ms,completed_at
dsl,1D-CNN TFJS,s021,train_and_infer,5289.5999999996275,5015.799999998882,273.80000000074506,0.026843137254975006,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s022,train_and_infer,5241.0999999996275,4973.299999998882,267.80000000074506,0.02625490196085736,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s024,train_and_infer,5241.699999999255,4966.799999998882,274.90000000037253,0.026950980392193385,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s025,train_and_infer,5224.5999999996275,4954.89999999851,269.7000000011176,0.026441176470697804,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s026,train_and_infer,5234.4000000003725,4964.200000001118,270.19999999925494,0.026490196078358327,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s027,train_and_infer,5224.0999999996275,4955.5,268.59999999962747,0.02633333333329681,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s028,train_and_infer,5238.5,4967.799999998882,270.7000000011176,0.026539215686384076,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s029,train_and_infer,5250.60000000149,4979.800000000745,270.80000000074506,0.026549019607916183,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s030,train_and_infer,5235.39999999851,4966,269.3999999985099,0.026411764705736262,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s031,train_and_infer,5240.5,4969.699999999255,270.80000000074506,0.026549019607916183,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s032,train_and_infer,5231.5999999996275,4961,270.59999999962747,0.02652941176466936,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s033,train_and_infer,5236,4964.5,271.5,0.02661764705882353,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s034,train_and_infer,5275.5999999996275,5001.699999999255,273.90000000037253,0.02685294117650711,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s035,train_and_infer,5230.5999999996275,4956.300000000745,274.2999999988824,0.02689215686263553,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s036,train_and_infer,5249,4974.4000000003725,274.59999999962747,0.026921568627414457,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s037,train_and_infer,5250.699999999255,4977.799999998882,272.90000000037253,0.026754901960820837,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s038,train_and_infer,5221,4949.5,271.5,0.02661764705882353,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s039,train_and_infer,5225.800000000745,4954.9000000003725,270.90000000037253,0.026558823529448286,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s040,train_and_infer,5240,4965.5999999996275,274.40000000037253,0.026901960784350247,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s041,train_and_infer,5228.5,4958.4000000003725,270.09999999962747,0.026480392156826224,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s042,train_and_infer,5213.5,4941.299999998882,272.2000000011176,0.02668627450991349,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s043,train_and_infer,5243.700000001118,4973.4000000003725,270.30000000074506,0.026500000000073045,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s044,train_and_infer,5239,4967.9000000003725,271.09999999962747,0.026578431372512496,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s046,train_and_infer,5296.5,5023.5,273,0.02676470588235294,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s047,train_and_infer,5236.4000000003725,4966.0999999996275,270.30000000074506,0.026500000000073045,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s048,train_and_infer,5233.200000001118,4963.5,269.7000000011176,0.026441176470697804,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s049,train_and_infer,5233.199999999255,4960.699999999255,272.5,0.026715686274509803,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s050,train_and_infer,5227.60000000149,4962.4000000003725,265.2000000011176,0.026000000000109567,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s051,train_and_infer,5226.699999999255,4951.199999999255,275.5,0.027009803921568626,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s052,train_and_infer,5241.700000001118,4967.0999999996275,274.6000000014901,0.02692156862759707,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s053,train_and_infer,5231.5,4961.699999999255,269.80000000074506,0.026450980392229907,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s054,train_and_infer,5238.4000000003725,4963.800000000745,274.59999999962747,0.026921568627414457,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s055,train_and_infer,5248.799999998882,4975.39999999851,273.40000000037253,0.026803921568663975,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s056,train_and_infer,5253.0999999996275,4977.5999999996275,275.5,0.027009803921568626,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s057,train_and_infer,5233,4962.0999999996275,270.90000000037253,0.026558823529448286,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,all,data_efficiency,277557.1000000015,,,,,,5,51,0.39463725490196083,,,,
dsl,1D-CNN TFJS,all,data_efficiency,275742.5999999996,,,,,,10,51,0.3965156862745097,,,,
dsl,1D-CNN TFJS,all,data_efficiency,975794.8000000007,,,,,,25,51,0.3776009803921569,,,,
dsl,1D-CNN TFJS,all,data_efficiency,330609.8999999985,,,,,,50,51,0.3614098039215687,,,,
dsl,1D-CNN TFJS,all,data_efficiency,279170.2000000011,,,,,,100,51,0.37457549019607833,,,,
dsl,1D-CNN TFJS,all,data_efficiency,334939.9000000004,,,,,,200,51,0.34924901960784305,,,,
dsl,,,,,,,,,,,,,d2f357871e71a48e,4815138.9,4815138.9,2026-05-13T04:27:56.281Z
